dataset,year,table,column_position,variable,role,family,identifier_flag,name_field_flag,survey_design_flag,candidate_feature,candidate_target,candidate_context,cyber_physical_relevance,occupant_relevance,vehicle_relevance,event_relevance,requires_codebook_verification
CRSS,2024,nmdistract.csv,16,NMDISTRACTNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,nmimpair.csv,1,CASENUM,identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,nmimpair.csv,2,VEH_NO,relational_identifier,occupant_person,True,False,False,False,False,True,False,False,True,False,False
CRSS,2024,nmimpair.csv,3,PER_NO,relational_identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,nmimpair.csv,4,PSU,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmimpair.csv,5,PSU_VAR,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmimpair.csv,6,PSUSTRAT,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmimpair.csv,7,REGION,identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,nmimpair.csv,8,REGIONNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,nmimpair.csv,9,URBANICITY,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,nmimpair.csv,10,URBANICITYNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,nmimpair.csv,11,STRATUM,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmimpair.csv,12,STRATUMNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,nmimpair.csv,13,PJ,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmimpair.csv,14,WEIGHT,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmimpair.csv,15,NMIMPAIR,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,nmimpair.csv,16,NMIMPAIRNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,nmprior.csv,1,CASENUM,identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,nmprior.csv,2,VEH_NO,relational_identifier,occupant_person,True,False,False,False,False,True,False,False,True,False,False
CRSS,2024,nmprior.csv,3,PER_NO,relational_identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,nmprior.csv,4,PSU,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmprior.csv,5,PSU_VAR,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmprior.csv,6,PSUSTRAT,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmprior.csv,7,REGION,identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,nmprior.csv,8,REGIONNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,nmprior.csv,9,URBANICITY,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,nmprior.csv,10,URBANICITYNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,nmprior.csv,11,STRATUM,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmprior.csv,12,STRATUMNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,nmprior.csv,13,PJ,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmprior.csv,14,WEIGHT,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmprior.csv,15,NMACTION,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,nmprior.csv,16,NMACTIONNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,1,CASENUM,identifier,special_vehicle,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,2,VEH_NO,relational_identifier,special_vehicle,True,False,False,False,False,True,False,False,True,False,False
CRSS,2024,parkwork.csv,3,PSU,survey_design,special_vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,4,PSU_VAR,survey_design,special_vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,5,PSUSTRAT,survey_design,special_vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,6,REGION,identifier,special_vehicle,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,7,REGIONNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,8,URBANICITY,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,9,URBANICITYNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,10,STRATUM,survey_design,special_vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,11,STRATUMNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,12,PJ,survey_design,special_vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,13,WEIGHT,survey_design,special_vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,14,PVE_FORMS,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,15,PMONTH,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,16,PMONTHNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,17,PHOUR,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,18,PHOURNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,19,PMINUTE,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,20,PMINUTENAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,21,PHARM_EV,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,True,True
CRSS,2024,parkwork.csv,22,PHARM_EVNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,True,False
CRSS,2024,parkwork.csv,23,PMAN_COLL,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,True,True
CRSS,2024,parkwork.csv,24,PMAN_COLLNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,True,False
CRSS,2024,parkwork.csv,25,PNUMOCCS,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,26,PNUMOCCSNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,27,PTYPE,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,28,PTYPENAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,29,PHIT_RUN,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,30,PHIT_RUNNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,31,PVIN,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,True,False,True
CRSS,2024,parkwork.csv,32,PVINNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,True,False,False
CRSS,2024,parkwork.csv,33,PMODYEAR,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,34,PMODYEARNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,35,PVPICMAKE,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,36,PVPICMAKENAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,37,PVPICMODEL,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,38,PVPICMODELNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,39,PVPICBODYCLASS,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,40,PVPICBODYCLASSNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,41,PMAKE,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,42,PMAKENAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,43,PMODEL,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,44,PBODYTYP,candidate_feature,special_vehicle,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,parkwork.csv,45,PBODYTYPNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,parkwork.csv,46,PICFINALBODY,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,47,PICFINALBODYNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,48,PGVWR_FROM,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,49,PGVWR_FROMNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,50,PGVWR_TO,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,51,PGVWR_TONAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,52,PTRAILER,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,53,PTRAILERNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,54,PTRLR1VIN,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,True,False,True
CRSS,2024,parkwork.csv,55,PTRLR1VINNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,True,False,False
CRSS,2024,parkwork.csv,56,PTRLR2VIN,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,True,False,True
CRSS,2024,parkwork.csv,57,PTRLR2VINNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,True,False,False
CRSS,2024,parkwork.csv,58,PTRLR3VIN,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,True,False,True
CRSS,2024,parkwork.csv,59,PTRLR3VINNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,True,False,False
CRSS,2024,parkwork.csv,60,PTRLR1GVWR,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,61,PTRLR1GVWRNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,62,PTRLR2GVWR,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,63,PTRLR2GVWRNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,64,PTRLR3GVWR,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,65,PTRLR3GVWRNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,66,PMCARR_ID,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,67,PMCARR_IDNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,68,PMCARR_I1,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,69,PMCARR_I1NAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,70,PMCARR_I2,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,71,PMCARR_I2NAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,72,PV_CONFIG,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,73,PV_CONFIGNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,74,PCARGTYP,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,75,PCARGTYPNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,76,PHAZ_INV,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,77,PHAZ_INVNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,78,PHAZPLAC,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,79,PHAZPLACNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,80,PHAZ_ID,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,81,PHAZ_IDNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,82,PHAZ_CNO,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,83,PHAZ_CNONAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,84,PHAZ_REL,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,85,PHAZ_RELNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,86,PBUS_USE,candidate_feature,special_vehicle,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,parkwork.csv,87,PBUS_USENAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,parkwork.csv,88,PSP_USE,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,89,PSP_USENAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,90,PEM_USE,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,91,PEM_USENAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,92,PUNDEROVERRIDE,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,93,PUNDEROVERRIDENAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,94,PIMPACT1,candidate_feature,special_vehicle,False,False,False,True,False,False,True,False,True,False,True
CRSS,2024,parkwork.csv,95,PIMPACT1NAME,descriptive_label,special_vehicle,False,True,False,False,False,True,True,False,True,False,False
CRSS,2024,parkwork.csv,96,PVEH_SEV,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,True,False,True
CRSS,2024,parkwork.csv,97,PVEH_SEVNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,True,False,False
CRSS,2024,parkwork.csv,98,PTOWED,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,99,PTOWEDNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,100,PM_HARM,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,101,PM_HARMNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,parkwork.csv,102,PFIRE,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,True,False,True
CRSS,2024,parkwork.csv,103,PFIRENAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,True,False,False
CRSS,2024,parkwork.csv,104,PMAK_MOD,candidate_feature,special_vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,parkwork.csv,105,PMAK_MODNAME,descriptive_label,special_vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,pbtype.csv,1,CASENUM,identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,pbtype.csv,2,VEH_NO,relational_identifier,occupant_person,True,False,False,False,False,True,False,False,True,False,False
CRSS,2024,pbtype.csv,3,PER_NO,relational_identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,pbtype.csv,4,PSU,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,pbtype.csv,5,PSU_VAR,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,pbtype.csv,6,PSUSTRAT,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,pbtype.csv,7,REGION,identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,pbtype.csv,8,REGIONNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,pbtype.csv,9,URBANICITY,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,pbtype.csv,10,URBANICITYNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,pbtype.csv,11,STRATUM,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,pbtype.csv,12,STRATUMNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,pbtype.csv,13,PJ,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,pbtype.csv,14,WEIGHT,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,pbtype.csv,15,PBAGE,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,pbtype.csv,16,PBAGENAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,pbtype.csv,17,PBSEX,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,pbtype.csv,18,PBSEXNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,pbtype.csv,19,PBPTYPE,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,pbtype.csv,20,PBPTYPENAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,pbtype.csv,21,PBCWALK,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,pbtype.csv,22,PBCWALKNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,pbtype.csv,23,PBSWALK,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,pbtype.csv,24,PBSWALKNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,pbtype.csv,25,PBSZONE,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,pbtype.csv,26,PBSZONENAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,pbtype.csv,27,PEDCTYPE,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,pbtype.csv,28,PEDCTYPENAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,pbtype.csv,29,BIKECTYPE,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,pbtype.csv,30,BIKECTYPENAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,pbtype.csv,31,PEDLOC,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,pbtype.csv,32,PEDLOCNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,pbtype.csv,33,BIKELOC,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,pbtype.csv,34,BIKELOCNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,pbtype.csv,35,PEDPOS,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,pbtype.csv,36,PEDPOSNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,pbtype.csv,37,BIKEPOS,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,pbtype.csv,38,BIKEPOSNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,pbtype.csv,39,PEDDIR,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,pbtype.csv,40,PEDDIRNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,pbtype.csv,41,BIKEDIR,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,pbtype.csv,42,BIKEDIRNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,pbtype.csv,43,MOTDIR,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,pbtype.csv,44,MOTDIRNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,pbtype.csv,45,MOTMAN,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,pbtype.csv,46,MOTMANNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,pbtype.csv,47,PEDLEG,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,pbtype.csv,48,PEDLEGNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,pbtype.csv,49,PEDSNR,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,pbtype.csv,50,PEDSNRNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,pbtype.csv,51,PEDCGP,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,pbtype.csv,52,PEDCGPNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,pbtype.csv,53,BIKECGP,candidate_feature,occupant_person,False,False,False,True,False,False,False,True,False,False,True
CRSS,2024,pbtype.csv,54,BIKECGPNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,True,False,False,False
CRSS,2024,person.csv,1,CASENUM,identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,2,VE_FORMS,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,3,VEH_NO,relational_identifier,occupant_person,True,False,False,False,False,True,False,False,True,False,False
CRSS,2024,person.csv,4,PER_NO,relational_identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,5,PSU,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,person.csv,6,PSU_VAR,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,person.csv,7,PSUSTRAT,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,person.csv,8,REGION,identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,9,REGIONNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,10,URBANICITY,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,11,URBANICITYNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,12,STRATUM,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,person.csv,13,STRATUMNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,14,PJ,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,person.csv,15,WEIGHT,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,person.csv,16,MONTH,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,17,MONTHNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,18,HOUR,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,19,HOURNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,20,MINUTE,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,21,MINUTENAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,22,HARM_EV,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,True,True
CRSS,2024,person.csv,23,HARM_EVNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,True,False
CRSS,2024,person.csv,24,MAN_COLL,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,True,True
CRSS,2024,person.csv,25,MAN_COLLNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,True,False
CRSS,2024,person.csv,26,SCH_BUS,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,27,SCH_BUSNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,28,MOD_YEAR,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,29,MOD_YEARNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,30,VPICMAKE,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,31,VPICMAKENAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,32,VPICMODEL,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,person.csv,33,VPICMODELNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,person.csv,34,VPICBODYCLASS,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
