dataset,year,table,column_position,variable
CRSS,2024,personrf.csv,15,PERSONRF
CRSS,2024,personrf.csv,16,PERSONRFNAME
CRSS,2024,pvehiclesf.csv,1,CASENUM
CRSS,2024,pvehiclesf.csv,2,VEH_NO
CRSS,2024,pvehiclesf.csv,3,PSU
CRSS,2024,pvehiclesf.csv,4,PSU_VAR
CRSS,2024,pvehiclesf.csv,5,PSUSTRAT
CRSS,2024,pvehiclesf.csv,6,REGION
CRSS,2024,pvehiclesf.csv,7,REGIONNAME
CRSS,2024,pvehiclesf.csv,8,URBANICITY
CRSS,2024,pvehiclesf.csv,9,URBANICITYNAME
CRSS,2024,pvehiclesf.csv,10,STRATUM
CRSS,2024,pvehiclesf.csv,11,STRATUMNAME
CRSS,2024,pvehiclesf.csv,12,PJ
CRSS,2024,pvehiclesf.csv,13,WEIGHT
CRSS,2024,pvehiclesf.csv,14,PVEHICLESF
CRSS,2024,pvehiclesf.csv,15,PVEHICLESFNAME
CRSS,2024,safetyeq.csv,1,CASENUM
CRSS,2024,safetyeq.csv,2,VEH_NO
CRSS,2024,safetyeq.csv,3,PER_NO
CRSS,2024,safetyeq.csv,4,PSU
CRSS,2024,safetyeq.csv,5,PSU_VAR
CRSS,2024,safetyeq.csv,6,PSUSTRAT
CRSS,2024,safetyeq.csv,7,REGION
CRSS,2024,safetyeq.csv,8,REGIONNAME
CRSS,2024,safetyeq.csv,9,URBANICITY
CRSS,2024,safetyeq.csv,10,URBANICITYNAME
CRSS,2024,safetyeq.csv,11,STRATUM
CRSS,2024,safetyeq.csv,12,STRATUMNAME
CRSS,2024,safetyeq.csv,13,PJ
CRSS,2024,safetyeq.csv,14,WEIGHT
CRSS,2024,safetyeq.csv,15,NMHELMET
CRSS,2024,safetyeq.csv,16,NMHELMETNAME
CRSS,2024,safetyeq.csv,17,NMPROPAD
CRSS,2024,safetyeq.csv,18,NMPROPADNAME
CRSS,2024,safetyeq.csv,19,NMOTHPRO
CRSS,2024,safetyeq.csv,20,NMOTHPRONAME
CRSS,2024,safetyeq.csv,21,NMREFCLO
CRSS,2024,safetyeq.csv,22,NMREFCLONAME
CRSS,2024,safetyeq.csv,23,NMLIGHT
CRSS,2024,safetyeq.csv,24,NMLIGHTNAME
CRSS,2024,safetyeq.csv,25,NMOTHPRE
CRSS,2024,safetyeq.csv,26,NMOTHPRENAME
CRSS,2024,vehicle.csv,1,CASENUM
CRSS,2024,vehicle.csv,2,VEH_NO
CRSS,2024,vehicle.csv,3,PSU
CRSS,2024,vehicle.csv,4,PSU_VAR
CRSS,2024,vehicle.csv,5,PSUSTRAT
CRSS,2024,vehicle.csv,6,REGION
CRSS,2024,vehicle.csv,7,REGIONNAME
CRSS,2024,vehicle.csv,8,URBANICITY
CRSS,2024,vehicle.csv,9,URBANICITYNAME
CRSS,2024,vehicle.csv,10,STRATUM
CRSS,2024,vehicle.csv,11,STRATUMNAME
CRSS,2024,vehicle.csv,12,PJ
CRSS,2024,vehicle.csv,13,WEIGHT
CRSS,2024,vehicle.csv,14,VE_FORMS
CRSS,2024,vehicle.csv,15,MONTH
CRSS,2024,vehicle.csv,16,MONTHNAME
CRSS,2024,vehicle.csv,17,HOUR
CRSS,2024,vehicle.csv,18,HOURNAME
CRSS,2024,vehicle.csv,19,MINUTE
CRSS,2024,vehicle.csv,20,MINUTENAME
CRSS,2024,vehicle.csv,21,HARM_EV
CRSS,2024,vehicle.csv,22,HARM_EVNAME
CRSS,2024,vehicle.csv,23,MAN_COLL
CRSS,2024,vehicle.csv,24,MAN_COLLNAME
CRSS,2024,vehicle.csv,25,NUMOCCS
CRSS,2024,vehicle.csv,26,NUMOCCSNAME
CRSS,2024,vehicle.csv,27,UNITTYPE
CRSS,2024,vehicle.csv,28,UNITTYPENAME
CRSS,2024,vehicle.csv,29,HIT_RUN
CRSS,2024,vehicle.csv,30,HIT_RUNNAME
CRSS,2024,vehicle.csv,31,VIN
CRSS,2024,vehicle.csv,32,VINNAME
CRSS,2024,vehicle.csv,33,MOD_YEAR
CRSS,2024,vehicle.csv,34,MOD_YEARNAME
CRSS,2024,vehicle.csv,35,MDLYR_IM
CRSS,2024,vehicle.csv,36,MDLYR_IMNAME
CRSS,2024,vehicle.csv,37,VPICMAKE
CRSS,2024,vehicle.csv,38,VPICMAKENAME
CRSS,2024,vehicle.csv,39,VPICMODEL
CRSS,2024,vehicle.csv,40,VPICMODELNAME
CRSS,2024,vehicle.csv,41,VPICBODYCLASS
CRSS,2024,vehicle.csv,42,VPICBODYCLASSNAME
CRSS,2024,vehicle.csv,43,MAKE
CRSS,2024,vehicle.csv,44,MAKENAME
CRSS,2024,vehicle.csv,45,MODEL
CRSS,2024,vehicle.csv,46,BODY_TYP
CRSS,2024,vehicle.csv,47,BODY_TYPNAME
CRSS,2024,vehicle.csv,48,ICFINALBODY
CRSS,2024,vehicle.csv,49,ICFINALBODYNAME
CRSS,2024,vehicle.csv,50,GVWR_FROM
CRSS,2024,vehicle.csv,51,GVWR_FROMNAME
CRSS,2024,vehicle.csv,52,GVWR_TO
CRSS,2024,vehicle.csv,53,GVWR_TONAME
CRSS,2024,vehicle.csv,54,TOW_VEH
CRSS,2024,vehicle.csv,55,TOW_VEHNAME
CRSS,2024,vehicle.csv,56,TRLR1VIN
CRSS,2024,vehicle.csv,57,TRLR1VINNAME
CRSS,2024,vehicle.csv,58,TRLR2VIN
CRSS,2024,vehicle.csv,59,TRLR2VINNAME
CRSS,2024,vehicle.csv,60,TRLR3VIN
CRSS,2024,vehicle.csv,61,TRLR3VINNAME
CRSS,2024,vehicle.csv,62,TRLR1GVWR
CRSS,2024,vehicle.csv,63,TRLR1GVWRNAME
CRSS,2024,vehicle.csv,64,TRLR2GVWR
CRSS,2024,vehicle.csv,65,TRLR2GVWRNAME
CRSS,2024,vehicle.csv,66,TRLR3GVWR
CRSS,2024,vehicle.csv,67,TRLR3GVWRNAME
CRSS,2024,vehicle.csv,68,J_KNIFE
CRSS,2024,vehicle.csv,69,J_KNIFENAME
CRSS,2024,vehicle.csv,70,MCARR_ID
CRSS,2024,vehicle.csv,71,MCARR_IDNAME
CRSS,2024,vehicle.csv,72,MCARR_I1
CRSS,2024,vehicle.csv,73,MCARR_I1NAME
CRSS,2024,vehicle.csv,74,MCARR_I2
CRSS,2024,vehicle.csv,75,MCARR_I2NAME
CRSS,2024,vehicle.csv,76,V_CONFIG
CRSS,2024,vehicle.csv,77,V_CONFIGNAME
CRSS,2024,vehicle.csv,78,CARGO_BT
CRSS,2024,vehicle.csv,79,CARGO_BTNAME
CRSS,2024,vehicle.csv,80,HAZ_INV
CRSS,2024,vehicle.csv,81,HAZ_INVNAME
CRSS,2024,vehicle.csv,82,HAZ_PLAC
CRSS,2024,vehicle.csv,83,HAZ_PLACNAME
CRSS,2024,vehicle.csv,84,HAZ_ID
CRSS,2024,vehicle.csv,85,HAZ_IDNAME
CRSS,2024,vehicle.csv,86,HAZ_CNO
CRSS,2024,vehicle.csv,87,HAZ_CNONAME
CRSS,2024,vehicle.csv,88,HAZ_REL
CRSS,2024,vehicle.csv,89,HAZ_RELNAME
CRSS,2024,vehicle.csv,90,BUS_USE
CRSS,2024,vehicle.csv,91,BUS_USENAME
CRSS,2024,vehicle.csv,92,SPEC_USE
CRSS,2024,vehicle.csv,93,SPEC_USENAME
CRSS,2024,vehicle.csv,94,EMER_USE
CRSS,2024,vehicle.csv,95,EMER_USENAME
CRSS,2024,vehicle.csv,96,TRAV_SP
CRSS,2024,vehicle.csv,97,TRAV_SPNAME
CRSS,2024,vehicle.csv,98,UNDEROVERRIDE
CRSS,2024,vehicle.csv,99,UNDEROVERRIDENAME
CRSS,2024,vehicle.csv,100,ROLLOVER
CRSS,2024,vehicle.csv,101,ROLLOVERNAME
CRSS,2024,vehicle.csv,102,ROLINLOC
CRSS,2024,vehicle.csv,103,ROLINLOCNAME
CRSS,2024,vehicle.csv,104,IMPACT1
CRSS,2024,vehicle.csv,105,IMPACT1NAME
CRSS,2024,vehicle.csv,106,IMPACT1_IM
CRSS,2024,vehicle.csv,107,IMPACT1_IMNAME
CRSS,2024,vehicle.csv,108,DEFORMED
CRSS,2024,vehicle.csv,109,DEFORMEDNAME
CRSS,2024,vehicle.csv,110,TOWED
CRSS,2024,vehicle.csv,111,TOWEDNAME
CRSS,2024,vehicle.csv,112,M_HARM
CRSS,2024,vehicle.csv,113,M_HARMNAME
CRSS,2024,vehicle.csv,114,VEVENT_IM
CRSS,2024,vehicle.csv,115,VEVENT_IMNAME
CRSS,2024,vehicle.csv,116,FIRE_EXP
CRSS,2024,vehicle.csv,117,FIRE_EXPNAME
CRSS,2024,vehicle.csv,118,DR_PRES
CRSS,2024,vehicle.csv,119,DR_PRESNAME
CRSS,2024,vehicle.csv,120,MAX_VSEV
CRSS,2024,vehicle.csv,121,MAX_VSEVNAME
CRSS,2024,vehicle.csv,122,MXVSEV_IM
CRSS,2024,vehicle.csv,123,MXVSEV_IMNAME
CRSS,2024,vehicle.csv,124,NUM_INJV
CRSS,2024,vehicle.csv,125,NUM_INJVNAME
CRSS,2024,vehicle.csv,126,NUMINJ_IM
CRSS,2024,vehicle.csv,127,NUMINJ_IMNAME
CRSS,2024,vehicle.csv,128,VEH_ALCH
CRSS,2024,vehicle.csv,129,VEH_ALCHNAME
CRSS,2024,vehicle.csv,130,V_ALCH_IM
CRSS,2024,vehicle.csv,131,V_ALCH_IMNAME
CRSS,2024,vehicle.csv,132,MAK_MOD
CRSS,2024,vehicle.csv,133,MAK_MODNAME
CRSS,2024,vehicle.csv,134,DR_ZIP
CRSS,2024,vehicle.csv,135,DR_ZIPNAME
CRSS,2024,vehicle.csv,136,SPEEDREL
CRSS,2024,vehicle.csv,137,SPEEDRELNAME
CRSS,2024,vehicle.csv,138,VTRAFWAY
CRSS,2024,vehicle.csv,139,VTRAFWAYNAME
CRSS,2024,vehicle.csv,140,VNUM_LAN
CRSS,2024,vehicle.csv,141,VNUM_LANNAME
CRSS,2024,vehicle.csv,142,VSPD_LIM
CRSS,2024,vehicle.csv,143,VSPD_LIMNAME
CRSS,2024,vehicle.csv,144,VALIGN
CRSS,2024,vehicle.csv,145,VALIGNNAME
CRSS,2024,vehicle.csv,146,VPROFILE
CRSS,2024,vehicle.csv,147,VPROFILENAME
CRSS,2024,vehicle.csv,148,VSURCOND
CRSS,2024,vehicle.csv,149,VSURCONDNAME
CRSS,2024,vehicle.csv,150,VTRAFCON
CRSS,2024,vehicle.csv,151,VTRAFCONNAME
CRSS,2024,vehicle.csv,152,VTCONT_F
CRSS,2024,vehicle.csv,153,VTCONT_FNAME
CRSS,2024,vehicle.csv,154,P_CRASH1
CRSS,2024,vehicle.csv,155,P_CRASH1NAME
CRSS,2024,vehicle.csv,156,PCRASH1_IM
CRSS,2024,vehicle.csv,157,PCRASH1_IMNAME
CRSS,2024,vehicle.csv,158,P_CRASH2
CRSS,2024,vehicle.csv,159,P_CRASH2NAME
CRSS,2024,vehicle.csv,160,P_CRASH3
CRSS,2024,vehicle.csv,161,P_CRASH3NAME
CRSS,2024,vehicle.csv,162,PCRASH4
CRSS,2024,vehicle.csv,163,PCRASH4NAME
CRSS,2024,vehicle.csv,164,PCRASH5
CRSS,2024,vehicle.csv,165,PCRASH5NAME
CRSS,2024,vehicle.csv,166,ACC_TYPE
CRSS,2024,vehicle.csv,167,ACC_TYPENAME
CRSS,2024,vehiclesf.csv,1,CASENUM
CRSS,2024,vehiclesf.csv,2,VEH_NO
CRSS,2024,vehiclesf.csv,3,PSU
CRSS,2024,vehiclesf.csv,4,PSU_VAR
CRSS,2024,vehiclesf.csv,5,PSUSTRAT
CRSS,2024,vehiclesf.csv,6,REGION
CRSS,2024,vehiclesf.csv,7,REGIONNAME
CRSS,2024,vehiclesf.csv,8,URBANICITY
CRSS,2024,vehiclesf.csv,9,URBANICITYNAME
CRSS,2024,vehiclesf.csv,10,STRATUM
CRSS,2024,vehiclesf.csv,11,STRATUMNAME
CRSS,2024,vehiclesf.csv,12,PJ
CRSS,2024,vehiclesf.csv,13,WEIGHT
CRSS,2024,vehiclesf.csv,14,VEHICLESF
CRSS,2024,vehiclesf.csv,15,VEHICLESFNAME
CRSS,2024,vevent.csv,1,CASENUM
CRSS,2024,vevent.csv,2,EVENTNUM
CRSS,2024,vevent.csv,3,VEH_NO
CRSS,2024,vevent.csv,4,PSU
CRSS,2024,vevent.csv,5,PSU_VAR
CRSS,2024,vevent.csv,6,PSUSTRAT
CRSS,2024,vevent.csv,7,REGION
CRSS,2024,vevent.csv,8,REGIONNAME
CRSS,2024,vevent.csv,9,URBANICITY
CRSS,2024,vevent.csv,10,URBANICITYNAME
CRSS,2024,vevent.csv,11,STRATUM
CRSS,2024,vevent.csv,12,STRATUMNAME
CRSS,2024,vevent.csv,13,PJ
CRSS,2024,vevent.csv,14,WEIGHT
CRSS,2024,vevent.csv,15,VEVENTNUM
CRSS,2024,vevent.csv,16,VNUMBER1
CRSS,2024,vevent.csv,17,AOI1
CRSS,2024,vevent.csv,18,AOI1NAME
CRSS,2024,vevent.csv,19,SOE
CRSS,2024,vevent.csv,20,SOENAME
CRSS,2024,vevent.csv,21,VNumber2
CRSS,2024,vevent.csv,22,VNumber2NAME
CRSS,2024,vevent.csv,23,AOI2
CRSS,2024,vevent.csv,24,AOI2NAME
CRSS,2024,violatn.csv,1,CASENUM
CRSS,2024,violatn.csv,2,VEH_NO
CRSS,2024,violatn.csv,3,PSU
CRSS,2024,violatn.csv,4,PSU_VAR
CRSS,2024,violatn.csv,5,PSUSTRAT
CRSS,2024,violatn.csv,6,REGION
CRSS,2024,violatn.csv,7,REGIONNAME
CRSS,2024,violatn.csv,8,URBANICITY
CRSS,2024,violatn.csv,9,URBANICITYNAME
CRSS,2024,violatn.csv,10,STRATUM
CRSS,2024,violatn.csv,11,STRATUMNAME
CRSS,2024,violatn.csv,12,PJ
CRSS,2024,violatn.csv,13,WEIGHT
CRSS,2024,violatn.csv,14,VIOLATION
CRSS,2024,violatn.csv,15,VIOLATIONNAME
CRSS,2024,vision.csv,1,CASENUM
CRSS,2024,vision.csv,2,VEH_NO
CRSS,2024,vision.csv,3,PSU
CRSS,2024,vision.csv,4,PSU_VAR
CRSS,2024,vision.csv,5,PSUSTRAT
CRSS,2024,vision.csv,6,REGION
CRSS,2024,vision.csv,7,REGIONNAME
CRSS,2024,vision.csv,8,URBANICITY
CRSS,2024,vision.csv,9,URBANICITYNAME
CRSS,2024,vision.csv,10,STRATUM
CRSS,2024,vision.csv,11,STRATUMNAME
CRSS,2024,vision.csv,12,PJ
CRSS,2024,vision.csv,13,WEIGHT
CRSS,2024,vision.csv,14,VISION
CRSS,2024,vision.csv,15,VISIONNAME
CRSS,2024,vpicdecode.csv,1,CASENUM
CRSS,2024,vpicdecode.csv,2,VEH_NO
CRSS,2024,vpicdecode.csv,3,VEHICLEDESCRIPTOR
CRSS,2024,vpicdecode.csv,4,VINDECODEDON
CRSS,2024,vpicdecode.csv,5,VINDECODEERROR
CRSS,2024,vpicdecode.csv,6,VEHICLETYPEID
CRSS,2024,vpicdecode.csv,7,VEHICLETYPE
CRSS,2024,vpicdecode.csv,8,MANUFACTURERFULLNAMEID
CRSS,2024,vpicdecode.csv,9,MANUFACTURERFULLNAME
CRSS,2024,vpicdecode.csv,10,MAKEID
CRSS,2024,vpicdecode.csv,11,MAKE
CRSS,2024,vpicdecode.csv,12,MODELID
CRSS,2024,vpicdecode.csv,13,MODEL
CRSS,2024,vpicdecode.csv,14,MODELYEAR
CRSS,2024,vpicdecode.csv,15,SERIES
CRSS,2024,vpicdecode.csv,16,TRIM
CRSS,2024,vpicdecode.csv,17,SERIES2
CRSS,2024,vpicdecode.csv,18,TRIM2
CRSS,2024,vpicdecode.csv,19,PLANTCOUNTRYID
CRSS,2024,vpicdecode.csv,20,PLANTCOUNTRY
CRSS,2024,vpicdecode.csv,21,PLANTSTATE
CRSS,2024,vpicdecode.csv,22,PLANTCITY
CRSS,2024,vpicdecode.csv,23,PLANTCOMPANYNAME
CRSS,2024,vpicdecode.csv,24,DESTINATIONMARKETID
CRSS,2024,vpicdecode.csv,25,DESTINATIONMARKET
CRSS,2024,vpicdecode.csv,26,BASEPRICE
CRSS,2024,vpicdecode.csv,27,NONLANDUSEID
CRSS,2024,vpicdecode.csv,28,NONLANDUSE
CRSS,2024,vpicdecode.csv,29,NOTE
CRSS,2024,vpicdecode.csv,30,BODYCLASSID
CRSS,2024,vpicdecode.csv,31,BODYCLASS
CRSS,2024,vpicdecode.csv,32,DOORSCOUNT
CRSS,2024,vpicdecode.csv,33,WINDOWS
CRSS,2024,vpicdecode.csv,34,WHEELBASETYPEID
CRSS,2024,vpicdecode.csv,35,WHEELBASETYPE
CRSS,2024,vpicdecode.csv,36,TRACKWIDTHIN
CRSS,2024,vpicdecode.csv,37,GROSSVEHICLEWEIGHTRATINGFROMID
CRSS,2024,vpicdecode.csv,38,GROSSVEHICLEWEIGHTRATINGFROM
CRSS,2024,vpicdecode.csv,39,GROSSVEHICLEWEIGHTRATINGTOID
CRSS,2024,vpicdecode.csv,40,GROSSVEHICLEWEIGHTRATINGTO
CRSS,2024,vpicdecode.csv,41,GROSSCOMBWEIGHTRATINGFROMID
CRSS,2024,vpicdecode.csv,42,GROSSCOMBWEIGHTRATINGFROM
CRSS,2024,vpicdecode.csv,43,GROSSCOMBWEIGHTRATINGTOID
CRSS,2024,vpicdecode.csv,44,GROSSCOMBWEIGHTRATINGTO
CRSS,2024,vpicdecode.csv,45,CURBWEIGHTLB
CRSS,2024,vpicdecode.csv,46,WHEELBASEIN_FROM
CRSS,2024,vpicdecode.csv,47,WHEELBASEIN_TO
CRSS,2024,vpicdecode.csv,48,WHEELSCOUNT
CRSS,2024,vpicdecode.csv,49,WHEELSIZEFRONTIN
CRSS,2024,vpicdecode.csv,50,WHEELSIZEREARIN
CRSS,2024,vpicdecode.csv,51,TRUCKBODYCABTYPEID
CRSS,2024,vpicdecode.csv,52,TRUCKBODYCABTYPE
CRSS,2024,vpicdecode.csv,53,TRUCKBEDTYPEID
CRSS,2024,vpicdecode.csv,54,TRUCKBEDTYPE
CRSS,2024,vpicdecode.csv,55,TRUCKBEDLENGTHIN
CRSS,2024,vpicdecode.csv,56,BUSTYPEID
CRSS,2024,vpicdecode.csv,57,BUSTYPE
CRSS,2024,vpicdecode.csv,58,BUSFLOORCONFIGURATIONTYPEID
CRSS,2024,vpicdecode.csv,59,BUSFLOORCONFIGURATIONTYPE
CRSS,2024,vpicdecode.csv,60,BUSLENGTHFT
CRSS,2024,vpicdecode.csv,61,OTHERBUSINFO
CRSS,2024,vpicdecode.csv,62,CUSTOMMOTORCYCLETYPEID
CRSS,2024,vpicdecode.csv,63,CUSTOMMOTORCYCLETYPE
CRSS,2024,vpicdecode.csv,64,MOTORCYCLESUSPENSIONTYPEID
CRSS,2024,vpicdecode.csv,65,MOTORCYCLESUSPENSIONTYPE
CRSS,2024,vpicdecode.csv,66,MOTORCYCLECHASSISTYPEID
CRSS,2024,vpicdecode.csv,67,MOTORCYCLECHASSISTYPE
CRSS,2024,vpicdecode.csv,68,OTHERMOTORCYCLEINFO
CRSS,2024,vpicdecode.csv,69,STEERINGLOCATIONID
CRSS,2024,vpicdecode.csv,70,STEERINGLOCATION
CRSS,2024,vpicdecode.csv,71,ENTERTAINMENTSYSTEMID
CRSS,2024,vpicdecode.csv,72,ENTERTAINMENTSYSTEM
CRSS,2024,vpicdecode.csv,73,SEATSCOUNT
CRSS,2024,vpicdecode.csv,74,SEATROWSCOUNT
CRSS,2024,vpicdecode.csv,75,TRANSMISSIONSPEEDS
CRSS,2024,vpicdecode.csv,76,TRANSMISSIONSTYLEID
CRSS,2024,vpicdecode.csv,77,TRANSMISSIONSTYLE
CRSS,2024,vpicdecode.csv,78,DRIVETYPEID
CRSS,2024,vpicdecode.csv,79,DRIVETYPE
CRSS,2024,vpicdecode.csv,80,AXLESCOUNT
CRSS,2024,vpicdecode.csv,81,AXLECONFIGURATIONID
CRSS,2024,vpicdecode.csv,82,AXLECONFIGURATION
CRSS,2024,vpicdecode.csv,83,BRAKESYSTEMTYPEID
CRSS,2024,vpicdecode.csv,84,BRAKESYSTEMTYPE
CRSS,2024,vpicdecode.csv,85,BRAKESYSTEMDESC
CRSS,2024,vpicdecode.csv,86,EVDRIVEUNITID
CRSS,2024,vpicdecode.csv,87,EVDRIVEUNIT
CRSS,2024,vpicdecode.csv,88,BATTERYKWH_FROM
CRSS,2024,vpicdecode.csv,89,BATTERYKWH_TO
CRSS,2024,vpicdecode.csv,90,BATTERYV_FROM
CRSS,2024,vpicdecode.csv,91,BATTERYV_TO
CRSS,2024,vpicdecode.csv,92,BATTERYA_FROM
CRSS,2024,vpicdecode.csv,93,BATTERYA_TO
CRSS,2024,vpicdecode.csv,94,BATTERYPACKSPERVEHICLE
CRSS,2024,vpicdecode.csv,95,BATTERYMODULESPERPACK
CRSS,2024,vpicdecode.csv,96,BATTERYCELLSPERMODULE
CRSS,2024,vpicdecode.csv,97,BATTERYTYPEID
CRSS,2024,vpicdecode.csv,98,BATTERYTYPE
CRSS,2024,vpicdecode.csv,99,OTHERBATTERYINFO
CRSS,2024,vpicdecode.csv,100,CHARGERLEVELID
CRSS,2024,vpicdecode.csv,101,CHARGERLEVEL
CRSS,2024,vpicdecode.csv,102,CHARGERPOWERKW
CRSS,2024,vpicdecode.csv,103,ENGINEMANUFACTURER
CRSS,2024,vpicdecode.csv,104,ENGINEMODEL
CRSS,2024,vpicdecode.csv,105,ENGINECONFIGURATIONID
CRSS,2024,vpicdecode.csv,106,ENGINECONFIGURATION
CRSS,2024,vpicdecode.csv,107,ENGINEPOWERKW
CRSS,2024,vpicdecode.csv,108,ENGINESTROKECYCLES
CRSS,2024,vpicdecode.csv,109,ENGINECYLINDERSCOUNT
CRSS,2024,vpicdecode.csv,110,ENGINEBRAKEHP_FROM
CRSS,2024,vpicdecode.csv,111,ENGINEBRAKEHP_TO
CRSS,2024,vpicdecode.csv,112,ENGINECOOLINGTYPEID
CRSS,2024,vpicdecode.csv,113,ENGINECOOLINGTYPE
CRSS,2024,vpicdecode.csv,114,DISPLACEMENTCI
CRSS,2024,vpicdecode.csv,115,DISPLACEMENTCC
CRSS,2024,vpicdecode.csv,116,DISPLACEMENTL
CRSS,2024,vpicdecode.csv,117,FUELTYPEPRIMARYID
CRSS,2024,vpicdecode.csv,118,FUELTYPEPRIMARY
CRSS,2024,vpicdecode.csv,119,FUELTYPESECONDARYID
CRSS,2024,vpicdecode.csv,120,FUELTYPESECONDARY
CRSS,2024,vpicdecode.csv,121,FUELDELIVERYINJECTIONTYPEID
CRSS,2024,vpicdecode.csv,122,FUELDELIVERYINJECTIONTYPE
CRSS,2024,vpicdecode.csv,123,ENGINEVALVETRAINDESIGNID
CRSS,2024,vpicdecode.csv,124,ENGINEVALVETRAINDESIGN
CRSS,2024,vpicdecode.csv,125,ENGINEELECTRIFICATIONLEVELID
CRSS,2024,vpicdecode.csv,126,ENGINEELECTRIFICATIONLEVEL
CRSS,2024,vpicdecode.csv,127,ENGINETURBOID
CRSS,2024,vpicdecode.csv,128,ENGINETURBO
CRSS,2024,vpicdecode.csv,129,TOPSPEEDMPH
CRSS,2024,vpicdecode.csv,130,OTHERENGINEINFO
CRSS,2024,vpicdecode.csv,131,SEATBELTTYPEID
CRSS,2024,vpicdecode.csv,132,SEATBELTTYPE
CRSS,2024,vpicdecode.csv,133,PRETENSIONERID
CRSS,2024,vpicdecode.csv,134,PRETENSIONER
CRSS,2024,vpicdecode.csv,135,AIRBAGLOCFRONTID
CRSS,2024,vpicdecode.csv,136,AIRBAGLOCFRONT
CRSS,2024,vpicdecode.csv,137,AIRBAGLOCKNEEID
CRSS,2024,vpicdecode.csv,138,AIRBAGLOCKNEE
CRSS,2024,vpicdecode.csv,139,AIRBAGLOCSIDEID
CRSS,2024,vpicdecode.csv,140,AIRBAGLOCSIDE
CRSS,2024,vpicdecode.csv,141,AIRBAGLOCCURTAINID
CRSS,2024,vpicdecode.csv,142,AIRBAGLOCCURTAIN
CRSS,2024,vpicdecode.csv,143,AIRBAGLOCSEATCUSHIONID
CRSS,2024,vpicdecode.csv,144,AIRBAGLOCSEATCUSHION
CRSS,2024,vpicdecode.csv,145,OTHERRESTRAINTSYSTEMINFO
CRSS,2024,vpicdecode.csv,146,FORWARDCOLLISIONWARNINGID
CRSS,2024,vpicdecode.csv,147,FORWARDCOLLISIONWARNING
CRSS,2024,vpicdecode.csv,148,DYNAMICBRAKESUPPORTID
CRSS,2024,vpicdecode.csv,149,DYNAMICBRAKESUPPORT
CRSS,2024,vpicdecode.csv,150,CRASHIMMINENTBRAKINGID
CRSS,2024,vpicdecode.csv,151,CRASHIMMINENTBRAKING
CRSS,2024,vpicdecode.csv,152,PEDESTRIANAUTOEMERGENCYBRAKINGID
CRSS,2024,vpicdecode.csv,153,PEDESTRIANAUTOEMERGENCYBRAKING
CRSS,2024,vpicdecode.csv,154,BLINDSPOTWARNINGID
CRSS,2024,vpicdecode.csv,155,BLINDSPOTWARNING
CRSS,2024,vpicdecode.csv,156,BLINDSPOTINTERVENTIONID
CRSS,2024,vpicdecode.csv,157,BLINDSPOTINTERVENTION
CRSS,2024,vpicdecode.csv,158,LANEDEPARTUREWARNINGID
CRSS,2024,vpicdecode.csv,159,LANEDEPARTUREWARNING
CRSS,2024,vpicdecode.csv,160,LANEKEEPINGASSISTANCEID
CRSS,2024,vpicdecode.csv,161,LANEKEEPINGASSISTANCE
CRSS,2024,vpicdecode.csv,162,LANECENTERINGASSISTANCEID
CRSS,2024,vpicdecode.csv,163,LANECENTERINGASSISTANCE
CRSS,2024,vpicdecode.csv,164,BACKUPCAMERAID
CRSS,2024,vpicdecode.csv,165,BACKUPCAMERA
CRSS,2024,vpicdecode.csv,166,REARCROSSTRAFFICALERTID
CRSS,2024,vpicdecode.csv,167,REARCROSSTRAFFICALERT
CRSS,2024,vpicdecode.csv,168,REARAUTOMATICEMERGENCYBRAKINGID
CRSS,2024,vpicdecode.csv,169,REARAUTOMATICEMERGENCYBRAKING
CRSS,2024,vpicdecode.csv,170,PARKASSISTID
CRSS,2024,vpicdecode.csv,171,PARKASSIST
CRSS,2024,vpicdecode.csv,172,DAYTIMERUNNINGLIGHTID
CRSS,2024,vpicdecode.csv,173,DAYTIMERUNNINGLIGHT
CRSS,2024,vpicdecode.csv,174,HEADLAMPLIGHTSOURCEID
CRSS,2024,vpicdecode.csv,175,HEADLAMPLIGHTSOURCE
CRSS,2024,vpicdecode.csv,176,SEMIAUTOHEADLAMPBEAMSWITCHINGID
CRSS,2024,vpicdecode.csv,177,SEMIAUTOHEADLAMPBEAMSWITCHING
CRSS,2024,vpicdecode.csv,178,ADAPTIVEDRIVINGBEAMID
CRSS,2024,vpicdecode.csv,179,ADAPTIVEDRIVINGBEAM
CRSS,2024,vpicdecode.csv,180,ADAPTIVECRUISECONTROLID
CRSS,2024,vpicdecode.csv,181,ADAPTIVECRUISECONTROL
CRSS,2024,vpicdecode.csv,182,ANTILOCKBRAKESYSTEMID
CRSS,2024,vpicdecode.csv,183,ANTILOCKBRAKESYSTEM
CRSS,2024,vpicdecode.csv,184,ELECTRONICSTABILITYCONTROLID
CRSS,2024,vpicdecode.csv,185,ELECTRONICSTABILITYCONTROL
CRSS,2024,vpicdecode.csv,186,TPMSID
CRSS,2024,vpicdecode.csv,187,TPMS
CRSS,2024,vpicdecode.csv,188,AUTOMATICCRASHNOTIFICATIONID
CRSS,2024,vpicdecode.csv,189,AUTOMATICCRASHNOTIFICATION
CRSS,2024,vpicdecode.csv,190,EVENTDATARECORDERID
CRSS,2024,vpicdecode.csv,191,EVENTDATARECORDER
