timestamp_s,step,vehicle_id,scenario,VehicleSpeed,WheelSpeedFL,WheelSpeedFR,SteeringAngle,Accelerator,BrakePressure,BrakeStatus,RegenCommand,VCUState,MotorRPM,HVVoltage,HVCurrent,BatteryTemperature,CellVoltageDeviation,CellTemperatureDeviation,BMSState,PrechargeState,InverterTemperature,ChargingState,CrashEventStatus,ImpactSeverity,RolloverStatus,LongitudinalAcceleration,LateralAcceleration,YawRate,VCUHeartbeat,BMSHeartbeat,InverterHeartbeat,GatewayHeartbeat,DiagnosticState,wheel_speed_mean,speed_wheel_speed_error,estimated_hv_power_kw,battery_temperature_abs,cell_voltage_deviation_abs,cell_temperature_deviation_abs,steering_yaw_joint_magnitude,can_frame_interval_s,laboratory_generated,physical_vehicle,direct_actuation,TorqueCommand,RegenAvailable,SOC,SOH,IsolationStatus,ContactorState,TorqueFeedback,MotorTemperature,InverterState,SequenceCounter,ConnectorState,ChargeCurrent,IntegrityStatus,GatewayIntegrity,AuxBatteryVoltage,AuxBatteryStatus,DriverSeatbelt,PassengerSeatbelt,DriverPretensioner,PassengerPretensioner,RestraintDiagnostic,RestraintIntegrity,RestraintSequence,DriverAirbag,PassengerAirbag,SideAirbag,CurtainAirbag,DriverOccupant,PassengerOccupant,DriverPosition,PassengerPosition,RCMHeartbeat,OccupantSensorHeartbeat,RestraintGatewayHeartbeat,RestraintSequenceCounter
6.25,125,EV-LAB-001,NORMAL_BASELINE,66.98,67.18,66.89,2.5,40.800000000000004,2.5,1.0,2.0,2.0,3684.0,398.3,89.9,31.0,0.009000000000000001,1.9000000000000001,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,0.0,2.0,1.0,1.0,1.0,1.0,0.0,67.035,0.05499999999999261,35.807170000000006,31.0,0.009000000000000001,1.9000000000000001,4.5,0.05,True,False,False,127.4,1.0,80.0,98.0,1.0,1.0,130.3,79.0,2.0,125.0,0.0,0.0,1.0,1.0,12.58,1.0,1.0,1.0,0.0,0.0,0.0,1.0,125.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,125.0
6.3,126,EV-LAB-001,NORMAL_BASELINE,66.93,67.18,66.83,2.5,40.0,2.5,1.0,2.0,2.0,3681.0,398.70000000000005,89.80000000000001,31.0,0.014,2.2,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,0.0,2.1,1.0,1.0,1.0,1.0,0.0,67.005,0.07499999999998863,35.80326000000001,31.0,0.014,2.2,4.6,0.05,True,False,False,126.10000000000001,1.0,80.0,98.0,1.0,1.0,127.30000000000001,79.0,2.0,126.0,0.0,0.0,1.0,1.0,12.620000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,126.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,126.0
6.35,127,EV-LAB-001,NORMAL_BASELINE,66.88,67.1,66.61,2.4000000000000004,41.2,2.6,1.0,2.0,2.0,3678.0,398.40000000000003,90.4,31.0,0.01,1.9000000000000001,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.9000000000000001,1.0,1.0,1.0,1.0,0.0,66.85499999999999,0.025000000000005684,36.01536000000001,31.0,0.01,1.9000000000000001,4.300000000000001,0.05,True,False,False,128.0,1.0,80.0,98.0,1.0,1.0,127.30000000000001,80.0,2.0,127.0,0.0,0.0,1.0,1.0,12.6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,127.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,127.0
6.4,128,EV-LAB-001,NORMAL_BASELINE,66.83,66.9,66.58,2.4000000000000004,39.2,2.6,1.0,2.0,2.0,3676.0,398.5,89.30000000000001,31.0,0.011,2.1,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.9000000000000001,1.0,1.0,1.0,1.0,0.0,66.74000000000001,0.0899999999999892,35.58605,31.0,0.011,2.1,4.300000000000001,0.05,True,False,False,125.4,1.0,80.0,98.0,1.0,1.0,124.10000000000001,80.0,2.0,128.0,0.0,0.0,1.0,1.0,12.58,1.0,1.0,1.0,0.0,0.0,0.0,1.0,128.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,128.0
6.45,129,EV-LAB-001,NORMAL_BASELINE,66.78,67.03,66.57000000000001,2.4000000000000004,38.400000000000006,2.6,1.0,2.0,2.0,3673.0,398.8,86.30000000000001,31.0,0.017,1.9000000000000001,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,-0.01,1.8,1.0,1.0,1.0,1.0,0.0,66.80000000000001,0.020000000000010232,34.41644,31.0,0.017,1.9000000000000001,4.2,0.05,True,False,False,124.5,1.0,80.0,98.0,1.0,1.0,126.4,80.0,2.0,129.0,0.0,0.0,1.0,1.0,12.59,1.0,1.0,1.0,0.0,0.0,0.0,1.0,129.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,129.0
6.5,130,EV-LAB-001,NORMAL_BASELINE,66.73,66.89,66.48,2.3000000000000003,40.400000000000006,2.6,1.0,2.0,2.0,3670.0,398.70000000000005,88.4,32.0,0.009000000000000001,1.9000000000000001,2.0,2.0,68.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.7000000000000002,1.0,1.0,1.0,1.0,0.0,66.685,0.045000000000001705,35.24508000000001,32.0,0.009000000000000001,1.9000000000000001,4.0,0.05,True,False,False,126.80000000000001,1.0,80.0,98.0,1.0,1.0,126.30000000000001,80.0,2.0,130.0,0.0,0.0,1.0,1.0,12.56,1.0,1.0,1.0,0.0,0.0,0.0,1.0,130.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,130.0
6.55,131,EV-LAB-001,NORMAL_BASELINE,66.68,67.07000000000001,66.4,2.3000000000000003,41.6,2.6,1.0,2.0,2.0,3667.0,398.20000000000005,92.9,31.0,0.011,2.3000000000000003,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.8,1.0,1.0,1.0,1.0,0.0,66.73500000000001,0.05500000000000682,36.99278,31.0,0.011,2.3000000000000003,4.1000000000000005,0.05,True,False,False,128.5,1.0,80.0,98.0,1.0,1.0,131.1,79.0,2.0,131.0,0.0,0.0,1.0,1.0,12.61,1.0,1.0,1.0,0.0,0.0,0.0,1.0,131.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,131.0
6.6,132,EV-LAB-001,NORMAL_BASELINE,66.63,66.91,66.46000000000001,2.2,40.400000000000006,2.6,1.0,2.0,2.0,3664.0,398.6,87.60000000000001,31.0,0.011,2.2,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.8,1.0,1.0,1.0,1.0,0.0,66.685,0.05500000000000682,34.91736000000001,31.0,0.011,2.2,4.0,0.05,True,False,False,126.9,1.0,80.0,98.0,1.0,1.0,129.20000000000002,78.0,2.0,132.0,0.0,0.0,1.0,1.0,12.56,1.0,1.0,1.0,0.0,0.0,0.0,1.0,132.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,132.0
6.65,133,EV-LAB-001,NORMAL_BASELINE,66.57000000000001,66.93,66.44,2.2,39.6,2.6,1.0,2.0,2.0,3662.0,398.5,88.9,31.0,0.007,1.9000000000000001,2.0,2.0,68.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.8,1.0,1.0,1.0,1.0,0.0,66.685,0.11499999999999488,35.42665,31.0,0.007,1.9000000000000001,4.0,0.05,True,False,False,126.0,1.0,80.0,98.0,1.0,1.0,127.0,80.0,2.0,133.0,0.0,0.0,1.0,1.0,12.6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,133.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,133.0
6.7,134,EV-LAB-001,NORMAL_BASELINE,66.52,66.76,66.3,2.2,39.2,2.6,1.0,2.0,2.0,3659.0,399.0,86.80000000000001,31.0,0.013000000000000001,2.1,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.8,1.0,1.0,1.0,1.0,0.0,66.53,0.010000000000005116,34.6332,31.0,0.013000000000000001,2.1,4.0,0.05,True,False,False,125.30000000000001,1.0,80.0,98.0,1.0,1.0,126.30000000000001,79.0,2.0,134.0,0.0,0.0,1.0,1.0,12.58,1.0,1.0,1.0,0.0,0.0,0.0,1.0,134.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,134.0
6.75,135,EV-LAB-001,NORMAL_BASELINE,66.47,66.75,66.31,2.1,39.2,2.6,1.0,2.0,2.0,3656.0,398.0,87.9,31.0,0.011,2.0,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.6,1.0,1.0,1.0,1.0,0.0,66.53,0.060000000000002274,34.9842,31.0,0.011,2.0,3.7,0.05,True,False,False,125.2,1.0,80.0,98.0,1.0,1.0,126.2,80.0,2.0,135.0,0.0,0.0,1.0,1.0,12.59,1.0,1.0,1.0,0.0,0.0,0.0,1.0,135.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,135.0
6.8,136,EV-LAB-001,NORMAL_BASELINE,66.42,66.55,66.26,2.1,40.800000000000004,2.6,1.0,2.0,2.0,3653.0,398.0,89.10000000000001,32.0,0.013000000000000001,1.9000000000000001,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.7000000000000002,1.0,1.0,1.0,1.0,0.0,66.405,0.015000000000000568,35.461800000000004,32.0,0.013000000000000001,1.9000000000000001,3.8000000000000003,0.05,True,False,False,127.4,1.0,80.0,98.0,1.0,1.0,128.1,79.0,2.0,136.0,0.0,0.0,1.0,1.0,12.65,1.0,1.0,1.0,0.0,0.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,136.0
6.85,137,EV-LAB-001,NORMAL_BASELINE,66.37,66.7,66.22,2.0,39.2,2.6,1.0,2.0,2.0,3650.0,398.90000000000003,88.0,31.0,0.009000000000000001,1.8,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.6,1.0,1.0,1.0,1.0,0.0,66.46000000000001,0.09000000000000341,35.1032,31.0,0.009000000000000001,1.8,3.6,0.05,True,False,False,125.2,1.0,80.0,98.0,1.0,1.0,125.0,80.0,2.0,137.0,0.0,0.0,1.0,1.0,12.55,1.0,1.0,1.0,0.0,0.0,0.0,1.0,137.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,137.0
6.9,138,EV-LAB-001,NORMAL_BASELINE,66.32000000000001,66.64,66.14,2.0,40.0,2.6,1.0,2.0,2.0,3647.0,398.6,88.5,31.0,0.014,2.0,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.7000000000000002,1.0,1.0,1.0,1.0,0.0,66.39,0.06999999999999318,35.2761,31.0,0.014,2.0,3.7,0.05,True,False,False,126.5,1.0,80.0,98.0,1.0,1.0,126.30000000000001,78.0,2.0,138.0,0.0,0.0,1.0,1.0,12.57,1.0,1.0,1.0,0.0,0.0,0.0,1.0,138.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,138.0
6.95,139,EV-LAB-001,NORMAL_BASELINE,66.27,66.59,66.06,2.0,39.2,2.6,1.0,2.0,2.0,3645.0,398.20000000000005,86.60000000000001,31.0,0.01,2.1,2.0,2.0,66.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.5,1.0,1.0,1.0,1.0,0.0,66.325,0.05500000000000682,34.48412000000001,31.0,0.01,2.1,3.5,0.05,True,False,False,125.2,1.0,80.0,98.0,1.0,1.0,126.80000000000001,80.0,2.0,139.0,0.0,0.0,1.0,1.0,12.59,1.0,1.0,1.0,0.0,0.0,0.0,1.0,139.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,139.0
7.0,140,EV-LAB-001,NORMAL_BASELINE,66.22,66.47,66.02,1.9000000000000001,39.6,2.6,1.0,2.0,2.0,3642.0,397.8,87.60000000000001,31.0,0.014,1.9000000000000001,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.6,1.0,1.0,1.0,1.0,0.0,66.245,0.025000000000005684,34.847280000000005,31.0,0.014,1.9000000000000001,3.5,0.05,True,False,False,125.60000000000001,1.0,80.0,98.0,1.0,1.0,124.0,80.0,2.0,140.0,0.0,0.0,1.0,1.0,12.58,1.0,1.0,1.0,0.0,0.0,0.0,1.0,140.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,140.0
7.05,141,EV-LAB-001,NORMAL_BASELINE,66.16,66.45,65.89,1.9000000000000001,40.400000000000006,2.6,1.0,2.0,2.0,3639.0,398.6,88.9,31.0,0.01,2.2,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,-0.01,1.4000000000000001,1.0,1.0,1.0,1.0,0.0,66.17,0.010000000000005116,35.43554,31.0,0.01,2.2,3.3000000000000003,0.05,True,False,False,126.80000000000001,1.0,80.0,98.0,1.0,1.0,126.9,79.0,2.0,141.0,0.0,0.0,1.0,1.0,12.620000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,141.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,141.0
7.1,142,EV-LAB-001,NORMAL_BASELINE,66.11,66.4,66.07000000000001,1.9000000000000001,39.6,2.6,1.0,2.0,2.0,3636.0,398.5,87.10000000000001,31.0,0.01,1.9000000000000001,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.5,1.0,1.0,1.0,1.0,0.0,66.23500000000001,0.1250000000000142,34.70935000000001,31.0,0.01,1.9000000000000001,3.4000000000000004,0.05,True,False,False,125.7,1.0,80.0,98.0,1.0,1.0,128.4,79.0,2.0,142.0,0.0,0.0,1.0,1.0,12.65,1.0,1.0,1.0,0.0,0.0,0.0,1.0,142.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,142.0
7.15,143,EV-LAB-001,NORMAL_BASELINE,66.06,66.33,65.93,1.8,41.2,2.6,1.0,2.0,2.0,3634.0,398.20000000000005,88.60000000000001,31.0,0.012,2.2,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.5,1.0,1.0,1.0,1.0,0.0,66.13,0.06999999999999318,35.28052,31.0,0.012,2.2,3.3,0.05,True,False,False,127.7,1.0,80.0,98.0,1.0,1.0,125.4,79.0,2.0,143.0,0.0,0.0,1.0,1.0,12.57,1.0,1.0,1.0,0.0,0.0,0.0,1.0,143.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,143.0
7.2,144,EV-LAB-001,NORMAL_BASELINE,66.01,66.22,65.84,1.8,38.400000000000006,2.5,1.0,2.0,2.0,3631.0,398.3,88.5,32.0,0.008,1.6,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,-0.01,1.5,1.0,1.0,1.0,1.0,0.0,66.03,0.01999999999999602,35.249550000000006,32.0,0.008,1.6,3.3,0.05,True,False,False,124.30000000000001,1.0,80.0,98.0,1.0,1.0,124.80000000000001,79.0,2.0,144.0,0.0,0.0,1.0,1.0,12.59,1.0,1.0,1.0,0.0,0.0,0.0,1.0,144.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,144.0
7.25,145,EV-LAB-001,NORMAL_BASELINE,65.96000000000001,66.22,65.82000000000001,1.8,40.0,2.5,1.0,2.0,2.0,3628.0,398.40000000000003,87.80000000000001,31.0,0.015,1.8,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,-0.01,1.3,1.0,1.0,1.0,1.0,0.0,66.02000000000001,0.060000000000002274,34.97952,31.0,0.015,1.8,3.1,0.05,True,False,False,126.30000000000001,1.0,80.0,98.0,1.0,1.0,125.80000000000001,78.0,2.0,145.0,0.0,0.0,1.0,1.0,12.66,1.0,1.0,1.0,0.0,0.0,0.0,1.0,145.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,145.0
7.3,146,EV-LAB-001,NORMAL_BASELINE,65.92,66.15,65.61,1.7000000000000002,38.800000000000004,2.5,1.0,2.0,2.0,3625.0,399.40000000000003,87.60000000000001,31.0,0.012,2.2,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,-0.01,1.4000000000000001,1.0,1.0,1.0,1.0,0.0,65.88,0.04000000000000625,34.98744000000001,31.0,0.012,2.2,3.1000000000000005,0.05,True,False,False,124.9,1.0,80.0,98.0,1.0,1.0,128.1,79.0,2.0,146.0,0.0,0.0,1.0,1.0,12.65,1.0,1.0,1.0,0.0,0.0,0.0,1.0,146.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,146.0
7.35,147,EV-LAB-001,NORMAL_BASELINE,65.87,66.17,65.84,1.7000000000000002,38.800000000000004,2.5,1.0,2.0,2.0,3623.0,398.3,88.2,31.0,0.012,2.3000000000000003,2.0,2.0,66.0,0.0,0.0,0.0,0.0,-0.1,-0.01,1.3,1.0,1.0,1.0,1.0,0.0,66.005,0.1349999999999909,35.13006000000001,31.0,0.012,2.3000000000000003,3.0,0.05,True,False,False,125.2,1.0,80.0,98.0,1.0,1.0,126.5,80.0,2.0,147.0,0.0,0.0,1.0,1.0,12.61,1.0,1.0,1.0,0.0,0.0,0.0,1.0,147.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,147.0
7.4,148,EV-LAB-001,NORMAL_BASELINE,65.82000000000001,66.13,65.58,1.7000000000000002,39.6,2.5,1.0,2.0,2.0,3620.0,398.40000000000003,90.60000000000001,31.0,0.011,2.1,2.0,2.0,66.0,0.0,0.0,0.0,0.0,-0.1,-0.01,1.4000000000000001,1.0,1.0,1.0,1.0,0.0,65.85499999999999,0.03499999999998238,36.09504000000001,31.0,0.011,2.1,3.1000000000000005,0.05,True,False,False,126.10000000000001,1.0,80.0,98.0,1.0,1.0,127.0,79.0,2.0,148.0,0.0,0.0,1.0,1.0,12.65,1.0,1.0,1.0,0.0,0.0,0.0,1.0,148.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,148.0
7.45,149,EV-LAB-001,NORMAL_BASELINE,65.77,65.9,65.57000000000001,1.6,40.400000000000006,2.4000000000000004,1.0,2.0,2.0,3617.0,398.20000000000005,88.10000000000001,32.0,0.015,2.1,2.0,2.0,66.0,0.0,0.0,0.0,0.0,-0.1,-0.01,1.3,1.0,1.0,1.0,1.0,0.0,65.73500000000001,0.03499999999998238,35.08142000000001,32.0,0.015,2.1,2.9000000000000004,0.05,True,False,False,127.10000000000001,1.0,80.0,98.0,1.0,1.0,123.60000000000001,80.0,2.0,149.0,0.0,0.0,1.0,1.0,12.61,1.0,1.0,1.0,0.0,0.0,0.0,1.0,149.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,149.0
7.5,150,EV-LAB-001,NORMAL_BASELINE,65.72,65.86,65.49,1.6,40.800000000000004,2.4000000000000004,1.0,2.0,2.0,3615.0,398.1,87.60000000000001,31.0,0.014,2.0,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.1,-0.01,1.3,1.0,1.0,1.0,1.0,0.0,65.675,0.045000000000001705,34.873560000000005,31.0,0.014,2.0,2.9000000000000004,0.05,True,False,False,127.30000000000001,1.0,80.0,98.0,1.0,1.0,124.4,80.0,2.0,150.0,0.0,0.0,1.0,1.0,12.6,1.0,1.0,1.0,0.0,0.0,0.0,1.0,150.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,150.0
7.55,151,EV-LAB-001,NORMAL_BASELINE,65.68,65.85,65.55,1.6,38.800000000000004,2.4000000000000004,1.0,2.0,2.0,3612.0,399.0,87.5,32.0,0.012,1.9000000000000001,2.0,2.0,68.0,0.0,0.0,0.0,0.0,-0.1,-0.01,1.2000000000000002,1.0,1.0,1.0,1.0,0.0,65.69999999999999,0.01999999999998181,34.9125,32.0,0.012,1.9000000000000001,2.8000000000000003,0.05,True,False,False,124.9,1.0,80.0,98.0,1.0,1.0,125.10000000000001,80.0,2.0,151.0,0.0,0.0,1.0,1.0,12.61,1.0,1.0,1.0,0.0,0.0,0.0,1.0,151.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,151.0
7.6,152,EV-LAB-001,NORMAL_BASELINE,65.63,65.81,65.3,1.5,40.0,2.4000000000000004,1.0,2.0,2.0,3610.0,398.70000000000005,89.60000000000001,32.0,0.011,1.9000000000000001,2.0,2.0,66.0,0.0,0.0,0.0,0.0,-0.1,-0.01,1.2000000000000002,1.0,1.0,1.0,1.0,0.0,65.555,0.07499999999998863,35.72352,32.0,0.011,1.9000000000000001,2.7,0.05,True,False,False,126.4,1.0,80.0,98.0,1.0,1.0,126.9,79.0,2.0,152.0,0.0,0.0,1.0,1.0,12.63,1.0,1.0,1.0,0.0,0.0,0.0,1.0,152.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,152.0
7.65,153,EV-LAB-001,NORMAL_BASELINE,65.58,65.89,65.38,1.5,38.800000000000004,2.4000000000000004,1.0,2.0,2.0,3607.0,398.5,87.0,31.0,0.014,2.0,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.09,-0.01,1.1,1.0,1.0,1.0,1.0,0.0,65.63499999999999,0.05499999999999261,34.6695,31.0,0.014,2.0,2.6,0.05,True,False,False,124.9,1.0,80.0,98.0,1.0,1.0,122.4,79.0,2.0,153.0,0.0,0.0,1.0,1.0,12.64,1.0,1.0,1.0,0.0,0.0,0.0,1.0,153.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,153.0
7.7,154,EV-LAB-001,NORMAL_BASELINE,65.54,65.66,65.39,1.5,40.400000000000006,2.3000000000000003,1.0,2.0,2.0,3605.0,398.70000000000005,89.0,32.0,0.009000000000000001,2.0,2.0,2.0,68.0,0.0,0.0,0.0,0.0,-0.09,-0.01,1.1,1.0,1.0,1.0,1.0,0.0,65.525,0.015000000000000568,35.484300000000005,32.0,0.009000000000000001,2.0,2.6,0.05,True,False,False,126.9,1.0,80.0,98.0,1.0,1.0,127.9,79.0,2.0,154.0,0.0,0.0,1.0,1.0,12.64,1.0,1.0,1.0,0.0,0.0,0.0,1.0,154.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,154.0
7.75,155,EV-LAB-001,NORMAL_BASELINE,65.49,65.82000000000001,65.23,1.4000000000000001,38.800000000000004,2.3000000000000003,1.0,2.0,2.0,3602.0,397.90000000000003,86.60000000000001,31.0,0.01,2.1,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.09,-0.01,1.2000000000000002,1.0,1.0,1.0,1.0,0.0,65.525,0.0350000000000108,34.45814000000001,31.0,0.01,2.1,2.6000000000000005,0.05,True,False,False,124.9,1.0,80.0,98.0,1.0,1.0,128.4,79.0,2.0,155.0,0.0,0.0,1.0,1.0,12.68,1.0,1.0,1.0,0.0,0.0,0.0,1.0,155.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,155.0
7.8,156,EV-LAB-001,NORMAL_BASELINE,65.45,65.57000000000001,65.36,1.4000000000000001,40.800000000000004,2.3000000000000003,1.0,2.0,2.0,3600.0,398.40000000000003,88.2,32.0,0.012,1.7000000000000002,2.0,2.0,66.0,0.0,0.0,0.0,0.0,-0.09,-0.01,1.2000000000000002,1.0,1.0,1.0,1.0,0.0,65.465,0.015000000000000568,35.13888000000001,32.0,0.012,1.7000000000000002,2.6000000000000005,0.05,True,False,False,127.7,1.0,80.0,98.0,1.0,1.0,131.1,79.0,2.0,156.0,0.0,0.0,1.0,1.0,12.66,1.0,1.0,1.0,0.0,0.0,0.0,1.0,156.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,156.0
7.85,157,EV-LAB-001,NORMAL_BASELINE,65.4,65.73,65.18,1.4000000000000001,39.2,2.2,1.0,1.6,2.0,3597.0,398.1,87.80000000000001,32.0,0.011,1.9000000000000001,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.09,-0.01,1.1,1.0,1.0,1.0,1.0,0.0,65.45500000000001,0.05500000000000682,34.95318000000001,32.0,0.011,1.9000000000000001,2.5,0.05,True,False,False,125.4,1.0,80.0,98.0,1.0,1.0,130.0,78.0,2.0,157.0,0.0,0.0,1.0,1.0,12.63,1.0,1.0,1.0,0.0,0.0,0.0,1.0,157.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,157.0
7.9,158,EV-LAB-001,NORMAL_BASELINE,65.36,65.65,65.04,1.3,39.2,2.2,1.0,1.6,2.0,3595.0,398.5,87.0,31.0,0.012,1.9000000000000001,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.09,-0.01,1.1,1.0,1.0,1.0,1.0,0.0,65.345,0.015000000000000568,34.6695,31.0,0.012,1.9000000000000001,2.4000000000000004,0.05,True,False,False,125.5,1.0,80.0,98.0,1.0,1.0,123.4,79.0,2.0,158.0,0.0,0.0,1.0,1.0,12.620000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,158.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,158.0
7.95,159,EV-LAB-001,NORMAL_BASELINE,65.32000000000001,65.6,65.2,1.3,40.0,2.2,1.0,1.6,2.0,3592.0,398.90000000000003,89.4,31.0,0.014,2.0,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.09,-0.01,1.0,1.0,1.0,1.0,1.0,0.0,65.4,0.0799999999999983,35.661660000000005,31.0,0.014,2.0,2.3,0.05,True,False,False,126.7,1.0,80.0,98.0,1.0,1.0,126.9,79.0,2.0,159.0,0.0,0.0,1.0,1.0,12.64,1.0,1.0,1.0,0.0,0.0,0.0,1.0,159.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,159.0
8.0,160,EV-LAB-001,NORMAL_BASELINE,65.27,65.71000000000001,64.95,1.3,38.800000000000004,2.2,1.0,1.6,2.0,3590.0,398.3,88.9,32.0,0.013000000000000001,1.8,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.09,-0.01,1.0,1.0,1.0,1.0,1.0,0.0,65.33000000000001,0.060000000000016485,35.40887,32.0,0.013000000000000001,1.8,2.3,0.05,True,False,False,125.4,1.0,80.0,98.0,1.0,1.0,125.9,79.0,2.0,160.0,0.0,0.0,1.0,1.0,12.61,1.0,1.0,1.0,0.0,0.0,0.0,1.0,160.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,160.0
8.05,161,EV-LAB-001,NORMAL_BASELINE,65.23,65.49,65.14,1.3,39.6,2.1,1.0,1.6,2.0,3588.0,398.8,88.2,31.0,0.01,1.9000000000000001,2.0,2.0,67.0,0.0,0.0,0.0,0.0,-0.09,-0.01,1.0,1.0,1.0,1.0,1.0,0.0,65.315,0.08499999999999375,35.17416,31.0,0.01,1.9000000000000001,2.3,0.05,True,False,False,126.4,1.0,80.0,98.0,1.0,1.0,127.2,79.0,2.0,161.0,0.0,0.0,1.0,1.0,12.530000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,161.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,161.0
