timestamp_s,hmi_safety_state,driver_seatbelt,passenger_seatbelt,driver_occupant,passenger_occupant,driver_airbag,passenger_airbag,side_airbag,curtain_airbag,restraint_integrity,restraint_diagnostic,rcm_heartbeat,occupant_sensor_heartbeat,gateway_heartbeat,restraint_sequence,scenario,connectivity_state,forensic_state,synchronization_state,soc_handoff_state,laboratory_generated,physical_vehicle,direct_actuation
7.0,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,140,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.05,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,141,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.1,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,142,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.15,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,143,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.2,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,144,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.25,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,145,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.3,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,146,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.35,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,147,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.4,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,148,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.45,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,149,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.5,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,150,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.55,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,151,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.6,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,152,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.65,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,153,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.7,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,154,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.75,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,155,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.8,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,156,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.85,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,157,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.9,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,158,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
7.95,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,159,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.0,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,160,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.05,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,161,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.1,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,162,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.15,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,163,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.2,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,164,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.25,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,165,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.3,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,166,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.35,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,167,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.4,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,168,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.45,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,169,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.5,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,170,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.55,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,171,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.6,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,172,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.65,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,173,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.7,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,174,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.75,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,175,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.8,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,176,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.85,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,177,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.9,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,178,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
8.95,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,179,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.0,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,180,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.05,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,181,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.1,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,182,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.15,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,183,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.2,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,184,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.25,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,185,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.3,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,186,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.35,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,187,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.4,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,188,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.45,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,189,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.5,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,190,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.55,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,191,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.6,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,192,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.65,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,193,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.7,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,194,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.75,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,195,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.8,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,196,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.85,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,197,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.9,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,198,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
9.95,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,199,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.0,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,200,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.05,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,201,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.1,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,202,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.15,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,203,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.2,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,204,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.25,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,205,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.3,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,206,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.35,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,207,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.4,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,208,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.45,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,209,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.5,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,210,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.55,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,211,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.6,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,212,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.65,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,213,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.7,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,214,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.75,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,215,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.8,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,216,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.85,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,217,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.9,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,218,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
10.95,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,219,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.0,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,220,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.05,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,221,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.1,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,222,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.15,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,223,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.2,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,224,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.25,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,225,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.3,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,226,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.35,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,227,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.4,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,228,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.45,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,229,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.5,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,230,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.55,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,231,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.6,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,232,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.65,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,233,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.7,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,234,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.75,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,235,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.8,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,236,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.85,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,237,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.9,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,238,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
11.95,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,239,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.0,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,240,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.05,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,241,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.1,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,242,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.15,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,243,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.2,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,244,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.25,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,245,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.3,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,246,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.35,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,247,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.4,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,248,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.45,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,249,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.5,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,250,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.55,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,251,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.6,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,252,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.65,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,253,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.7,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,254,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.75,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,255,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.8,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,0,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.85,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,1,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.9,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,2,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
12.95,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,3,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.0,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,4,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.05,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,5,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.1,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,6,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.15,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,7,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.2,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,8,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.25,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,9,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.3,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,10,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.35,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,11,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.4,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,12,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.45,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,13,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.5,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,14,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.55,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,15,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.6,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,16,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.65,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,17,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.7,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,18,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.75,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,19,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.8,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,20,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.85,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,21,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.9,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,22,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
13.95,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,23,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
14.0,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,24,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
14.05,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,25,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
